  0.50000000000000000       8.98130544122800398E-003
   1.5000000000000000       4.25179887757076783E-002
   2.5000000000000000       6.89092767151703728E-002
   3.5000000000000000       6.87559340210648490E-002
   4.5000000000000000       5.86319434579430643E-002
   5.5000000000000000       4.79429846986494379E-002
   7.0000000000000000       4.30905185408501576E-002
   9.0000000000000000       3.92200956937799119E-002
   12.500000000000000       2.48429155654472100E-002
   17.500000000000000       2.53100998423541716E-002
   30.000000000000000      -9.72963161856964069E-003
