  0.50000000000000000       3.65106855102446254E-003
   1.5000000000000000       2.55540383351034253E-002
   2.5000000000000000       5.25810067147977969E-002
   3.5000000000000000       5.98696607164758213E-002
   4.5000000000000000       5.90718266576384168E-002
   5.5000000000000000       5.14977384149933604E-002
   7.0000000000000000       4.77357798821435933E-002
   9.0000000000000000       4.43278956279255024E-002
   12.500000000000000       2.79508039565994140E-002
   17.500000000000000      -1.96223819943732369E-003
   30.000000000000000       1.05647626016260113E-002
