  0.50000000000000000       1.82228357653688470E-003
   1.5000000000000000       2.33005522720666595E-002
   2.5000000000000000       5.24462072223217599E-002
   3.5000000000000000       5.95982516415471397E-002
   4.5000000000000000       5.57148928935736129E-002
   5.5000000000000000       4.79438448845765711E-002
   7.0000000000000000       3.81707849905468660E-002
   9.0000000000000000       3.90150260802985954E-002
   12.500000000000000       2.78762045975785404E-002
   17.500000000000000       2.02096015473887843E-002
   30.000000000000000      -8.35865243088655847E-003
